B001305,Republican,"Budd, Ted",NorthCarolina,Senate:2023-Present House:2017-2023,23,17
B001309,Republican,"Burchett, Tim",Tennessee,House:2019-Present,14,7
B001248,Republican,"Burgess, Michael C.",Texas,House:2003-Present,25,8
B001286,Democratic,"Bustos, Cheri",Illinois,House:2013-2023,8,5
B001251,Democratic,"Butterfield, G. K.",NorthCarolina,House:2004-2022,10,3
B001289,Republican,"Byrne, Bradley",Alabama,House:2014-2021,6,4
C000059,Republican,"Calvert, Ken",California,House:1993-Present,11,4
C001112,Democratic,"Carbajal, Salud O.",California,House:2017-Present,0,0
C001097,Democratic,"C��rdenas, Tony",California,House:2013-Present,0,0
C001072,Democratic,"Carson, Andre",Indiana,House:2008-Present,0,0
C001051,Republican,"Carter, John R.",Texas,House:2003-Present,0,0
C001103,Republican,"Carter, Earl L. &quot;Buddy&quot;",Georgia,House:2015-Present,0,0
C001090,Democratic,"Cartwright, Matt",Pennsylvania,House:2013-Present,13,10
C001055,Democratic,"Case, Ed",Hawaii,"House:2002-2007,2019-Present",10,21
C001117,Democratic,"Casten, Sean",Illinois,House:2019-Present,11,4
C001066,Democratic,"Castor, Kathy",Florida,House:2007-Present,4,7
C001091,Democratic,"Castro, Joaquin",Texas,House:2013-Present,0,0
C000266,Republican,"Chabot, Steve",Ohio,"House:1995-2009,2011-2023",0,0
C001109,Republican,"Cheney, Liz",Wyoming,House:2017-2023,21,5
C001080,Democratic,"Chu, Judy",California,House:2009-Present,13,3
C001084,Democratic,"Cicilline, David N.",RhodeIsland,House:2011-Present,0,0
C001123,Democratic,"Cisneros, Gilbert Ray, Jr.",California,House:2019-2021,0,0
C001101,Democratic,"Clark, Katherine M.",Massachusetts,House:2013-Present,0,0
C001067,Democratic,"Clarke, Yvette D.",NewYork,House:2007-Present,6,10
C001049,Democratic,"Clay, Wm. Lacy",Missouri,House:2001-2021,0,0
C001061,Democratic,"Cleaver, Emanuel",Missouri,House:2005-Present,13,17
C001118,Republican,"Cline, Ben",Virginia,House:2019-Present,2,8
C001115,Republican,"Cloud, Michael",Texas,House:2018-Present,0,1
C000537,Democratic,"Clyburn, James E.",SouthCarolina,House:1993-Present,6,2
C001068,Democratic,"Cohen, Steve",Tennessee,House:2007-Present,13,21
C001053,Republican,"Cole, Tom",Oklahoma,House:2003-Present,6,25
C001093,Republican,"Collins, Doug",Georgia,House:2013-2021,3,6
C001092,Republican,"Collins, Chris",NewYork,House:2013-2019,6,3
C001108,Republican,"Comer, James",Kentucky,House:2016-Present,4,6
C001062,Republican,"Conaway, K. Michael",Texas,House:2005-2021,7,5
C001078,Democratic,"Connolly, Gerald E.",Virginia,House:2009-Present,10,14
C001094,Republican,"Cook, Paul",California,House:2013-2020,12,17
C000754,Democratic,"Cooper, Jim",Tennessee,"House:1983-1995,2003-2023",1,3
C001110,Democratic,"Correa, J. Luis",California,House:2017-Present,6,7
C001059,Democratic,"Costa, Jim",California,House:2005-Present,5,13
C001069,Democratic,"Courtney, Joe",Connecticut,House:2007-Present,3,6
C001124,Democratic,"Cox, TJ",California,House:2019-2021,7,15
C001119,Democratic,"Craig, Angie",Minnesota,House:2019-Present,14,14
C001087,Republican,"Crawford, Eric A. &quot;Rick&quot;",Arkansas,House:2011-Present,0,0
C001120,Republican,"Crenshaw, Dan",Texas,House:2019-Present,9,11
C001111,Democratic,"Crist, Charlie",Florida,House:2017-2022,9,5
C001121,Democratic,"Crow, Jason",Colorado,House:2019-Present,7,10
C001063,Democratic,"Cuellar, Henry",Texas,House:2005-Present,2,15
C000984,Democratic,"Cummings, Elijah E.",Maryland,House:1995-2019,7,4
C001122,Democratic,"Cunningham, Joe",SouthCarolina,House:2019-2021,8,3
C001114,Republican,"Curtis, John R.",Utah,House:2017-Present,0,0
D000629,Democratic,"Davids, Sharice",Kansas,House:2019-Present,5,11
D000626,Republican,"Davidson, Warren",Ohio,House:2016-Present,3,7
D000096,Democratic,"Davis, Danny K.",Illinois,House:1997-Present,19,3
D000619,Republican,"Davis, Rodney",Illinois,House:2013-2023,13,17
D000598,Democratic,"Davis, Susan A.",California,House:2001-2021,5,7
D000631,Democratic,"Dean, Madeleine",Pennsylvania,House:2019-Present,14,6
D000191,Democratic,"DeFazio, Peter A.",Oregon,House:1987-2023,20,17
D000197,Democratic,"DeGette, Diana",Colorado,House:1997-Present,6,7
D000216,Democratic,"DeLauro, Rosa L.",Connecticut,House:1991-Present,0,0
D000617,Democratic,"DelBene, Suzan K.",Washington,House:2012-Present,11,13
D000630,Democratic,"Delgado, Antonio",NewYork,House:2019-2022,5,8
D000627,Democratic,"Demings, Val Butler",Florida,House:2017-2023,0,0
D000623,Democratic,"DeSaulnier, Mark",California,House:2015-Present,28,12
D000616,Republican,"DesJarlais, Scott",Tennessee,House:2011-Present,6,6
D000610,Democratic,"Deutch, Theodore E.",Florida,House:2010-2022,0,0
D000600,Republican,"Diaz-Balart, Mario",Florida,House:2003-Present,2,5
D000624,Democratic,"Dingell, Debbie",Michigan,House:2015-Present,16,19
D000399,Democratic,"Doggett, Lloyd",Texas,House:1995-Present,6,2
D000482,Democratic,"Doyle, Michael F.",Pennsylvania,House:1995-2022,0,0
D000614,Republican,"Duffy, Sean P.",Wisconsin,House:2011-2019,0,0
D000615,Republican,"Duncan, Jeff",SouthCarolina,House:2011-Present,0,0
D000628,Republican,"Dunn, Neal P.",Florida,House:2017-Present,0,0
E000294,Republican,"Emmer, Tom",Minnesota,House:2015-Present,16,8
E000179,Democratic,"Engel, Eliot L.",NewYork,House:1989-2021,16,6
E000299,Democratic,"Escobar, Veronica",Texas,House:2019-Present,5,4
E000215,Democratic,"Eshoo, Anna G.",California,House:1993-Present,13,14
E000297,Democratic,"Espaillat, Adriano",NewYork,House:2017-Present,17,5
E000298,Republican,"Estes, Ron",Kansas,House:2017-Present,0,2
E000296,Democratic,"Evans, Dwight",Pennsylvania,House:2016-Present,8,11
F000465,Republican,"Ferguson, A. Drew, IV",Georgia,House:2017-Present,0,0
F000467,Democratic,"Finkenauer, Abby",Iowa,House:2019-2021,18,10
F000466,Republican,"Fitzpatrick, Brian K.",Pennsylvania,House:2017-Present,0,0
F000459,Republican,"Fleischmann, Charles J. &quot;Chuck&quot;",Tennessee,House:2011-Present,0,0
F000468,Democratic,"Fletcher, Lizzie",Texas,House:2019-Present,6,0
F000461,Republican,"Flores, Bill",Texas,House:2011-2021,13,13
F000449,Republican,"Fortenberry, Jeff",Nebraska,House:2005-2022,10,9
F000454,Democratic,"Foster, Bill",Illinois,"House:2008-2011,2013-Present",25,9
F000450,Republican,"Foxx, Virginia",NorthCarolina,House:2005-Present,9,9
F000462,Democratic,"Frankel, Lois",Florida,House:2013-Present,0,2
F000455,Democratic,"Fudge, Marcia L.",Ohio,House:2008-2021,9,3
F000469,Republican,"Fulcher, Russ",Idaho,House:2019-Present,4,0
G000571,Democratic,"Gabbard, Tulsi",Hawaii,House:2013-2021,40,13
G000578,Republican,"Gaetz, Matt",Florida,House:2017-Present,7,19
G000579,Republican,"Gallagher, Mike",Wisconsin,House:2017-Present,24,12
G000574,Democratic,"Gallego, Ruben",Arizona,House:2015-Present,5,11
G000559,Democratic,"Garamendi, John",California,House:2009-Present,6,20
G000587,Democratic,"Garcia, Sylvia R.",Texas,House:2019-Present,0,0
G000586,Democratic,"Garcia, Jesus G. &quot;Chuy&quot;",Illinois,House:2019-Present,0,0
G000584,Republican,"Gianforte, Greg",Montana,House:2017-2021,14,9
G000563,Republican,"Gibbs, Bob",Ohio,House:2011-2023,9,10
G000552,Republican,"Gohmert, Louie",Texas,House:2005-2023,8,0
G000592,Democratic,"Golden, Jared F.",Maine,House:2019-Present,1,0
G000585,Democratic,"Gomez, Jimmy",California,House:2017-Present,6,2
G000588,Republican,"Gonzalez, Anthony",Ohio,House:2019-2023,5,10
G000581,Democratic,"Gonzalez, Vicente",Texas,House:2017-Present,8,15
G000582,Republican,"Gonz��lez-Col��n, Jenniffer",PuertoRico,House:2017-Present,0,0
G000589,Republican,"Gooden, Lance",Texas,House:2019-Present,5,4
G000565,Republican,"Gosar, Paul A.",Arizona,House:2011-Present,0,0
G000583,Democratic,"Gottheimer, Josh",NewJersey,House:2017-Present,6,15
G000377,Republican,"Granger, Kay",Texas,House:1997-Present,0,0
G000560,Republican,"Graves, Tom",Georgia,House:2010-2020,0,0
G000577,Republican,"Graves, Garret",Louisiana,House:2015-Present,6,12
G000546,Republican,"Graves, Sam",Missouri,House:2001-Present,3,8
G000553,Democratic,"Green, Al",Texas,House:2005-Present,20,6
G000590,Republican,"Green, Mark E.",Tennessee,House:2019-Present,0,0
G000568,Republican,"Griffith, H. Morgan",Virginia,House:2011-Present,0,0
G000551,Democratic,"Grijalva, Ra��l M.",Arizona,House:2003-Present,0,0
G000576,Republican,"Grothman, Glenn",Wisconsin,House:2015-Present,12,5
G000591,Republican,"Guest, Michael",Mississippi,House:2019-Present,1,3
G000558,Republican,"Guthrie, Brett",Kentucky,House:2009-Present,8,12
H001080,Democratic,"Haaland, Debra A.",NewMexico,House:2019-2021,0,0
H001088,Republican,"Hagedorn, Jim",Minnesota,House:2019-2022,4,14
H001090,Democratic,josh-harder,California,House:2019-Present,27,13
H001052,Republican,"Harris, Andy",Maryland,House:2011-Present,0,2
H001053,Republican,"Hartzler, Vicky",Missouri,House:2011-2023,6,13
H000324,Democratic,"Hastings, Alcee L.",Florida,House:1993-2021,7,4
H001081,Democratic,"Hayes, Jahana",Connecticut,House:2019-Present,5,14
H001064,Democratic,"Heck, Denny",Washington,House:2013-2021,3,19
H001082,Republican,"Hern, Kevin",Oklahoma,House:2018-Present,5,7
H001056,Republican,"Herrera Beutler, Jaime",Washington,House:2011-2023,8,7
H001071,Republican,"Hice, Jody B.",Georgia,House:2015-2023,0,0
H001077,Republican,"Higgins, Clay",Louisiana,House:2017-Present,10,3
H001038,Democratic,"Higgins, Brian",NewYork,House:2005-Present,5,5
H001087,Democratic,"Hill, Katie",California,House:2019,3,3
H001072,Republican,"Hill, J. French",Arkansas,House:2015-Present,0,0
H001047,Democratic,"Himes, James A.",Connecticut,House:2009-Present,0,0
H001065,Republican,"Holding, George",NorthCarolina,House:2013-2021,4,2
H001074,Republican,"Hollingsworth, Trey",Indiana,House:2017-2023,5,3
H001083,Democratic,"Horn, Kendra S.",Oklahoma,House:2019-2021,0,0
H001066,Democratic,"Horsford, Steven",Nevada,"House:2013-2015,2019-Present",11,5
H001085,Democratic,"Houlahan, Chrissy",Pennsylvania,House:2019-Present,11,6
H000874,Democratic,"Hoyer, Steny H.",Maryland,House:1981-Present,17,0
H001067,Republican,"Hudson, Richard",NorthCarolina,House:2013-Present,7,8
H001068,Democratic,"Huffman, Jared",California,House:2013-Present,5,18
H001058,Republican,"Huizenga, Bill",Michigan,House:2011-Present,8,11
H001048,Republican,"Hunter, Duncan D.",California,House:2009-2020,6,4
H001073,Republican,"Hurd, Will",Texas,House:2015-2021,4,4
J000032,Democratic,"Jackson Lee, Sheila",Texas,House:1995-Present,36,15
J000298,Democratic,"Jayapal, Pramila",Washington,House:2017-Present,8,15
J000294,Democratic,"Jeffries, Hakeem S.",NewYork,House:2013-Present,0,0
J000299,Republican,"Johnson, Mike",Louisiana,House:2017-Present,6,5
J000301,Republican,"Johnson, Dusty",SouthDakota,House:2019-Present,16,3
J000292,Republican,"Johnson, Bill",Ohio,House:2011-Present,7,6
J000126,Democratic,"Johnson, Eddie Bernice",Texas,House:1993-2023,9,4
J000288,Democratic,"Johnson, Henry C. &quot;Hank,&quot; Jr.",Georgia,House:2007-Present,0,0
J000255,Republican,"Jones, Walter B., Jr.",NorthCarolina,House:1995-2019,0,0
J000289,Republican,"Jordan, Jim",Ohio,House:2007-Present,0,3
J000295,Republican,"Joyce, David P.",Ohio,House:2013-Present,0,0
J000302,Republican,"Joyce, John",Pennsylvania,House:2019-Present,6,16
K000009,Democratic,"Kaptur, Marcy",Ohio,House:1983-Present,6,9
K000386,Republican,"Katko, John",NewYork,House:2015-2023,11,17
K000375,Democratic,"Keating, William R.",Massachusetts,House:2011-Present,0,0
K000395,Republican,"Keller, Fred",Pennsylvania,House:2019-2023,1,6
K000385,Democratic,"Kelly, Robin L.",Illinois,House:2013-Present,0,0
K000376,Republican,"Kelly, Mike",Pennsylvania,House:2011-Present,5,12
K000388,Republican,"Kelly, Trent",Mississippi,House:2015-Present,12,6
K000379,Democratic,"Kennedy, Joseph P., III",Massachusetts,House:2013-2021,0,0
K000389,Democratic,"Khanna, Ro",California,House:2017-Present,11,21
K000380,Democratic,"Kildee, Daniel T.",Michigan,House:2013-Present,0,0
K000381,Democratic,"Kilmer, Derek",Washington,House:2013-Present,7,17
K000394,Democratic,"Kim, Andy",NewJersey,House:2019-Present,7,5
K000188,Democratic,"Kind, Ron",Wisconsin,House:1997-2023,12,4
K000210,Republican,"King, Peter T.",NewYork,House:1993-2021,2,14
K000362,Republican,"King, Steve",Iowa,House:2003-2021,25,4
K000378,Republican,"Kinzinger, Adam",Illinois,House:2011-2023,9,3
K000368,Democratic,"Kirkpatrick, Ann",Arizona,"House:2009-2011,2013-2017,2019-2023",0,2
K000391,Democratic,"Krishnamoorthi, Raja",Illinois,House:2017-Present,15,8
K000382,Democratic,"Kuster, Ann M.",NewHampshire,House:2013-Present,0,0
K000392,Republican,"Kustoff, David",Tennessee,House:2017-Present,4,4
L000585,Republican,"LaHood, Darin",Illinois,House:2015-Present,0,0
L000578,Republican,"LaMalfa, Doug",California,House:2013-Present,6,10
L000588,Democratic,"Lamb, Conor",Pennsylvania,House:2018-2023,3,2
L000564,Republican,"Lamborn, Doug",Colorado,House:2007-Present,1,9
L000559,Democratic,"Langevin, James R.",RhodeIsland,House:2001-2023,0,0
L000560,Democratic,"Larsen, Rick",Washington,House:2001-Present,5,16
L000557,Democratic,"Larson, John B.",Connecticut,House:1999-Present,6,3
L000566,Republican,"Latta, Robert E.",Ohio,House:2007-Present,13,5
L000581,Democratic,"Lawrence, Brenda L.",Michigan,House:2015-2023,0,0
L000586,Democratic,"Lawson, Al, Jr.",Florida,House:2017-2023,0,0
L000551,Democratic,"Lee, Barbara",California,House:1997-Present,10,14
L000590,Democratic,"Lee, Susie",Nevada,House:2019-Present,10,7
L000589,Republican,"Lesko, Debbie",Arizona,House:2018-Present,12,13
L000593,Democratic,"Levin, Mike",California,House:2019-Present,10,4
L000592,Democratic,andy-levin,Michigan,House:2019-2023,4,2
L000287,Democratic,"Lewis, John",Georgia,House:1987-2020,12,1
L000582,Democratic,"Lieu, Ted",California,House:2015-Present,17,14
L000563,Democratic,"Lipinski, Daniel",Illinois,House:2005-2021,25,10
L000565,Democratic,"Loebsack, David",Iowa,House:2007-2021,0,0
L000397,Democratic,"Lofgren, Zoe",California,House:1995-Present,21,18
L000576,Republican,"Long, Billy",Missouri,House:2011-2023,4,5
L000583,Republican,"Loudermilk, Barry",Georgia,House:2015-Present,3,6
L000579,Democratic,"Lowenthal, Alan S.",California,House:2013-2023,0,0
L000480,Democratic,"Lowey, Nita M.",NewYork,House:1989-2021,26,2
L000491,Republican,"Lucas, Frank D.",Oklahoma,House:1993-Present,2,4
L000569,Republican,"Luetkemeyer, Blaine",Missouri,House:2009-Present,12,6
L000570,Democratic,"Lujan, Ben Ray",NewMexico,Senate:2021-Present House:2009-2021,0,0
L000591,Democratic,"Luria, Elaine G.",Virginia,House:2019-2023,0,0
L000562,Democratic,"Lynch, Stephen F.",Massachusetts,House:2001-Present,13,11
M001203,Democratic,"Malinowski, Tom",NewJersey,House:2019-2023,8,14
M001185,Democratic,"Maloney, Sean Patrick",NewYork,House:2013-2023,12,5
M000087,Democratic,"Maloney, Carolyn B.",NewYork,House:1993-2023,22,9
M001158,Republican,"Marchant, Kenny",Texas,House:2005-2021,1,2
M001179,Republican,"Marino, Tom",Pennsylvania,House:2011-2019,3,0
M001198,Republican,"Marshall, Roger",Kansas,Senate:2021-Present House:2017-2021,0,0
M001184,Republican,"Massie, Thomas",Kentucky,House:2012-Present,2,6
M001199,Republican,"Mast, Brian J.",Florida,House:2017-Present,0,0
M001163,Democratic,"Matsui, Doris O.",California,House:2005-Present,0,0
M001209,Democratic,"McAdams, Ben",Utah,House:2019-2021,6,7
M001208,Democratic,"McBath, Lucy",Georgia,House:2019-Present,5,2
M001165,Republican,"McCarthy, Kevin",California,House:2007-Present,10,2
M001157,Republican,"McCaul, Michael T.",Texas,House:2005-Present,0,0
M001177,Republican,"McClintock, Tom",California,House:2009-Present,0,7
M001143,Democratic,"McCollum, Betty",Minnesota,House:2001-Present,4,8
M001200,Democratic,"McEachin, A. Donald",Virginia,House:2017-2022,2,2
M000312,Democratic,"McGovern, James P.",Massachusetts,House:1997-Present,0,0
M001156,Republican,"McHenry, Patrick T.",NorthCarolina,House:2005-Present,9,4
M001180,Republican,"McKinley, David B.",WestVirginia,House:2011-2023,0,0
M001159,Republican,"McMorris Rodgers, Cathy",Washington,House:2005-Present,5,15
M001166,Democratic,"McNerney, Jerry",California,House:2007-2023,12,16
M001187,Republican,"Meadows, Mark",NorthCarolina,House:2013-2020,18,25
M001137,Democratic,"Meeks, Gregory W.",NewYork,House:1997-Present,7,9
M001188,Democratic,"Meng, Grace",NewYork,House:2013-Present,10,4
M001204,Republican,"Meuser, Daniel",Pennsylvania,House:2019-Present,2,6
M000687,Democratic,"Mfume, Kweisi",Maryland,"House:1987-1997,2020-Present",0,0
M001205,Republican,"Miller, Carol D.",WestVirginia,House:2019-Present,0,0
M001201,Independent,"Mitchell, Paul",Michigan,House:2017-2021,4,4
M001194,Republican,"Moolenaar, John R.",Michigan,House:2015-Present,0,0
M001195,Republican,"Mooney, Alexander X.",WestVirginia,House:2015-Present,0,0
M001160,Democratic,"Moore, Gwen",Wisconsin,House:2005-Present,13,14
M001206,Democratic,"Morelle, Joseph D.",NewYork,House:2018-Present,0,0
M001196,Democratic,"Moulton, Seth",Massachusetts,House:2015-Present,7,6
M001207,Democratic,"Mucarsel-Powell, Debbie",Florida,House:2019-2021,4,2
M001190,Republican,"Mullin, Markwayne",Oklahoma,Senate:2023-Present House:2013-2023,5,9
M001210,Republican,"Murphy, Gregory",NorthCarolina,House:2019-Present,0,0
M001202,Democratic,"Murphy, Stephanie N.",Florida,House:2017-2023,0,0
N000002,Democratic,"Nadler, Jerrold",NewYork,House:1991-Present,11,7
N000179,Democratic,"Napolitano, Grace F.",California,House:1999-Present,0,13
N000015,Democratic,"Neal, Richard E.",Massachusetts,House:1989-Present,11,1
N000191,Democratic,"Neguse, Joe",Colorado,House:2019-Present,26,17
N000189,Republican,"Newhouse, Dan",Washington,House:2015-Present,4,8
N000188,Democratic,"Norcross, Donald",NewJersey,House:2014-Present,0,0
N000190,Republican,"Norman, Ralph",SouthCarolina,House:2017-Present,8,19
N000147,Democratic,"Norton, Eleanor Holmes",DistrictofColumbia,House:1991-Present,71,65
N000181,Republican,"Nunes, Devin",California,House:2003-2022,3,9
O000171,Democratic,"O'Halleran, Tom",Arizona,House:2017-2023,17,7
O000172,Democratic,"Ocasio-Cortez, Alexandria",NewYork,House:2019-Present,10,8
O000168,Republican,"Olson, Pete",Texas,House:2009-2021,4,5
O000173,Democratic,"Omar, Ilhan",Minnesota,House:2019-Present,13,18
P000601,Republican,"Palazzo, Steven M.",Mississippi,House:2011-2023,0,0
P000034,Democratic,"Pallone, Frank, Jr.",NewJersey,House:1987-Present,0,0
P000609,Republican,"Palmer, Gary J.",Alabama,House:2015-Present,0,0
P000613,Democratic,"Panetta, Jimmy",California,House:2017-Present,9,14
P000614,Democratic,"Pappas, Chris",NewHampshire,House:2019-Present,10,5
P000096,Democratic,"Pascrell, Bill, Jr.",NewJersey,House:1997-Present,0,0
P000604,Democratic,"Payne, Donald M., Jr.",NewJersey,House:2012-Present,0,0
P000197,Democratic,"Pelosi, Nancy",California,House:1987-Present,1,1
P000615,Republican,"Pence, Greg",Indiana,House:2019-Present,2,2
P000593,Democratic,"Perlmutter, Ed",Colorado,House:2007-2023,11,16
P000605,Republican,"Perry, Scott",Pennsylvania,House:2013-Present,15,5
P000608,Democratic,"Peters, Scott H.",California,House:2013-Present,0,0
P000258,Democratic,"Peterson, Collin C.",Minnesota,House:1991-2021,9,10
P000616,Democratic,"Phillips, Dean",Minnesota,House:2019-Present,14,25
P000597,Democratic,"Pingree, Chellie",Maine,House:2009-Present,7,8
P000610,Democratic,"Plaskett, Stacey E.",VirginIslands,House:2015-Present,0,0
P000607,Democratic,"Pocan, Mark",Wisconsin,House:2013-Present,4,11
P000618,Democratic,"Porter, Katie",California,House:2019-Present,13,16
P000599,Republican,"Posey, Bill",Florida,House:2009-Present,19,7
P000617,Democratic,"Pressley, Ayanna",Massachusetts,House:2019-Present,7,17
P000523,Democratic,"Price, David E.",NorthCarolina,"House:1987-1995,1997-2023",7,3
Q000023,Democratic,"Quigley, Mike",Illinois,House:2009-Present,7,4
R000600,Republican,"Radewagen, Aumua Amata Coleman",AmericanSamoa,House:2015-Present,0,0
R000606,Democratic,"Raskin, Jamie",Maryland,House:2017-Present,17,23
R000601,Republican,"Ratcliffe, John",Texas,House:2015-2020,1,2
R000585,Republican,"Reed, Tom",NewYork,House:2010-2022,4,10
R000610,Republican,"Reschenthaler, Guy",Pennsylvania,House:2019-Present,3,11
R000602,Democratic,"Rice, Kathleen M.",NewYork,House:2015-2023,0,0
R000597,Republican,"Rice, Tom",SouthCarolina,House:2013-2023,9,5
R000588,Democratic,"Richmond, Cedric L.",Louisiana,House:2011-2021,0,0
R000611,Republican,"Riggleman, Denver",Virginia,House:2019-2021,11,14
R000591,Republican,"Roby, Martha",Alabama,House:2011-2021,2,1
R000582,Republican,"Roe, David P.",Tennessee,House:2009-2021,0,0
R000395,Republican,"Rogers, Harold",Kentucky,House:1981-Present,2,3
R000575,Republican,"Rogers, Mike D.",Alabama,House:2003-Present,3,7
R000607,Republican,"Rooney, Francis",Florida,House:2017-2021,10,9
R000612,Republican,"Rose, John W.",Tennessee,House:2019-Present,0,0
R000613,Democratic,"Rose, Max",NewYork,House:2019-2021,10,7
R000616,Democratic,"Rouda, Harley",California,House:2019-2021,9,20
R000603,Republican,"Rouzer, David",NorthCarolina,House:2015-Present,5,6
R000614,Republican,"Roy, Chip",Texas,House:2019-Present,7,5
R000486,Democratic,"Roybal-Allard, Lucille",California,House:1993-2023,6,8
R000599,Democratic,"Ruiz, Raul",California,House:2013-Present,28,3
R000576,Democratic,"Ruppersberger, C. A. Dutch",Maryland,House:2003-Present,0,0
R000515,Democratic,"Rush, Bobby L.",Illinois,House:1993-2023,19,11
R000609,Republican,"Rutherford, John H.",Florida,House:2017-Present,0,0
R000577,Democratic,"Ryan, Tim",Ohio,House:2003-2023,12,11
S001177,Democratic,"Sablan, Gregorio Kilili Camacho",NorthernMarianaIslands,House:2009-Present,11,3
S001204,Democratic,"San Nicolas, Michael F. Q.",Guam,House:2019-2023,0,0
S001156,Democratic,"S��nchez, Linda T.",California,House:2003-Present,0,0
S001168,Democratic,"Sarbanes, John P.",Maryland,House:2007-Present,0,0
S001176,Republican,"Scalise, Steve",Louisiana,House:2008-Present,3,2
S001205,Democratic,"Scanlon, Mary Gay",Pennsylvania,House:2018-Present,16,12
S001145,Democratic,"Schakowsky, Janice D.",Illinois,House:1999-Present,0,0
S001150,Democratic,"Schiff, Adam B.",California,House:2001-Present,9,9
S001190,Democratic,"Schneider, Bradley Scott",Illinois,"House:2013-2015,2017-Present",0,0
S001180,Democratic,"Schrader, Kurt",Oregon,House:2009-2023,11,8
S001216,Democratic,"Schrier, Kim",Washington,House:2019-Present,9,17
S001183,Republican,"Schweikert, David",Arizona,House:2011-Present,8,12
S001157,Democratic,"Scott, David",Georgia,House:2003-Present,3,12
S001189,Republican,"Scott, Austin",Georgia,House:2011-Present,1,6
S000185,Democratic,"Scott, Robert C. &quot;Bobby&quot;",Virginia,House:1993-Present,0,0
S000244,Republican,"Sensenbrenner, F. James, Jr.",Wisconsin,House:1979-2021,0,0
S000248,Democratic,"Serrano, Jose E.",NewYork,House:1989-2021,0,0
S001185,Democratic,"Sewell, Terri A.",Alabama,House:2011-Present,0,0
S001206,Democratic,"Shalala, Donna E.",Florida,House:2019-2021,0,0
S000344,Democratic,"Sherman, Brad",California,House:1997-Present,15,10
S001207,Democratic,"Sherrill, Mikie",NewJersey,House:2019-Present,3,2
S000364,Republican,"Shimkus, John",Illinois,House:1997-2021,2,2
S001148,Republican,"Simpson, Michael K.",Idaho,House:1999-Present,0,0
S001165,Democratic,"Sires, Albio",NewJersey,House:2005-2023,5,10
S001208,Democratic,"Slotkin, Elissa",Michigan,House:2019-Present,3,12
S001172,Republican,"Smith, Adrian",Nebraska,House:2007-Present,3,12
